queue_length,doctors_available,avg_consult_time,emergency_cases,department,time_of_day,weekday,patient_priority,consultation_complexity,is_peak_hour,load_ratio,emergency_ratio,actual_wait_time
29,4,10.53,0,Gynecology,afternoon,Sunday,normal,routine,0,7.25,0.0,81.96
32,1,10.25,0,ENT,afternoon,Monday,urgent,moderate,1,32.0,0.0,338.93
24,2,12.48,0,General Medicine,morning,Friday,normal,routine,1,12.0,0.0,194.54
19,2,14.98,0,Radiology,evening,Tuesday,normal,moderate,0,9.5,0.0,135.76
31,5,15.67,0,Cardiology,afternoon,Monday,normal,routine,1,6.2,0.0,126.73
21,3,5.66,0,General Medicine,evening,Saturday,normal,routine,0,7.0,0.0,43.45
26,2,19.35,0,Psychiatry,afternoon,Thursday,normal,routine,1,13.0,0.0,358.09
19,1,28.88,0,Psychiatry,morning,Monday,normal,moderate,1,19.0,0.0,650.61
27,1,9.52,0,Gynecology,morning,Tuesday,normal,routine,1,27.0,0.0,333.83
18,5,22.07,0,Psychiatry,afternoon,Wednesday,normal,routine,1,3.6,0.0,94.77
32,4,11.05,0,General Medicine,afternoon,Friday,normal,moderate,1,8.0,0.0,112.85
6,1,15.63,1,Neurology,night,Monday,normal,routine,0,6.0,0.167,99.29
36,2,11.83,0,General Medicine,morning,Monday,normal,complex,1,18.0,0.0,279.67
8,4,17.61,1,Ophthalmology,afternoon,Monday,urgent,complex,1,2.0,0.125,41.07
39,1,17.01,1,Psychiatry,morning,Thursday,normal,routine,1,39.0,0.026,865.67
18,4,10.67,0,Emergency,morning,Monday,normal,routine,1,4.5,0.0,57.99
33,2,15.04,0,Orthopedics,morning,Wednesday,normal,routine,1,16.5,0.0,350.74
3,4,11.76,0,General Medicine,morning,Saturday,normal,routine,0,0.75,0.0,8.77
4,4,12.73,1,Gynecology,evening,Saturday,urgent,routine,0,1.0,0.25,16.98
24,1,9.63,1,Pediatrics,night,Sunday,emergency,moderate,0,24.0,0.042,123.25
5,4,18.57,0,Gynecology,afternoon,Saturday,normal,moderate,0,1.25,0.0,21.85
1,4,9.08,1,Radiology,night,Monday,normal,routine,0,0.25,1.0,6.81
15,4,12.71,0,Neurology,morning,Friday,urgent,routine,1,3.75,0.0,53.13
27,1,10.59,2,ENT,afternoon,Wednesday,emergency,routine,1,27.0,0.074,214.49
6,3,21.03,0,Orthopedics,morning,Saturday,normal,complex,0,2.0,0.0,44.04
19,5,10.43,1,ENT,evening,Saturday,normal,moderate,0,3.8,0.053,44.96
28,5,6.34,0,ENT,evening,Tuesday,normal,routine,0,5.6,0.0,34.95
7,3,9.9,0,Pediatrics,evening,Wednesday,normal,moderate,0,2.33,0.0,25.43
37,2,7.91,0,Dermatology,afternoon,Tuesday,urgent,routine,1,18.5,0.0,189.59
6,3,10.95,0,Radiology,evening,Sunday,normal,routine,0,2.0,0.0,21.49
33,4,14.27,1,Orthopedics,morning,Thursday,normal,routine,1,8.25,0.03,166.01
29,2,8.71,0,Orthopedics,morning,Wednesday,normal,routine,1,14.5,0.0,154.37
36,2,17.55,0,Gynecology,morning,Monday,normal,moderate,1,18.0,0.0,383.07
34,1,11.04,0,Radiology,afternoon,Wednesday,normal,routine,1,34.0,0.0,467.7
31,4,25.29,0,Psychiatry,morning,Monday,normal,moderate,1,7.75,0.0,240.96
39,4,14.46,0,Orthopedics,afternoon,Monday,normal,routine,1,9.75,0.0,177.59
22,4,13.16,0,Gynecology,afternoon,Monday,normal,routine,1,5.5,0.0,85.18
20,4,18.0,2,Neurology,night,Sunday,normal,routine,0,5.0,0.1,108.72
29,3,21.07,1,Neurology,evening,Tuesday,normal,routine,0,9.67,0.034,233.94
33,4,7.75,0,ENT,morning,Tuesday,normal,moderate,1,8.25,0.0,82.5
15,2,9.96,0,Orthopedics,night,Saturday,normal,routine,0,7.5,0.0,73.65
20,3,16.26,1,Emergency,afternoon,Sunday,normal,moderate,0,6.67,0.05,116.98
36,5,11.43,0,Gynecology,morning,Wednesday,urgent,routine,1,7.2,0.0,90.23
8,3,16.25,0,Cardiology,morning,Tuesday,urgent,moderate,1,2.67,0.0,47.97
31,1,12.15,0,Radiology,morning,Friday,normal,routine,1,31.0,0.0,475.78
2,3,15.76,1,Ophthalmology,night,Monday,normal,complex,0,0.67,0.5,17.33
13,1,11.49,0,Cardiology,afternoon,Tuesday,normal,routine,1,13.0,0.0,197.22
25,5,5.7,0,Dermatology,morning,Tuesday,normal,routine,1,5.0,0.0,39.82
24,5,5.0,0,Dermatology,night,Wednesday,normal,routine,0,4.8,0.0,21.81
11,4,10.42,0,Radiology,morning,Tuesday,urgent,routine,1,2.75,0.0,30.45
27,4,16.03,1,Orthopedics,afternoon,Saturday,normal,moderate,0,6.75,0.037,116.13
31,1,12.37,0,Orthopedics,afternoon,Wednesday,urgent,routine,1,31.0,0.0,390.62
15,5,13.31,2,Radiology,evening,Monday,normal,routine,0,3.0,0.133,52.54
3,1,18.46,0,Orthopedics,night,Friday,normal,complex,0,3.0,0.0,47.71
4,5,8.31,0,General Medicine,night,Monday,urgent,routine,0,0.8,0.0,5.09
27,2,9.06,1,Pediatrics,evening,Wednesday,normal,moderate,0,13.5,0.037,109.7
6,4,8.99,0,Orthopedics,evening,Wednesday,urgent,routine,0,1.5,0.0,12.45
4,3,8.12,0,Ophthalmology,night,Monday,normal,routine,0,1.33,0.0,9.49
28,3,16.84,1,Cardiology,afternoon,Thursday,emergency,routine,1,9.33,0.036,108.65
29,2,23.31,0,Neurology,morning,Monday,normal,moderate,1,14.5,0.0,415.21
3,3,7.11,0,Ophthalmology,night,Friday,normal,routine,0,1.0,0.0,6.75
24,5,7.1,0,Pediatrics,evening,Monday,normal,moderate,0,4.8,0.0,31.95
20,4,5.87,1,General Medicine,morning,Monday,normal,routine,1,5.0,0.05,39.21
16,4,14.86,1,Gynecology,morning,Saturday,urgent,routine,0,4.0,0.062,49.55
25,2,22.8,1,Psychiatry,evening,Thursday,normal,moderate,0,12.5,0.04,293.36
40,2,20.95,1,Psychiatry,afternoon,Thursday,normal,routine,1,20.0,0.025,571.6
2,5,5.84,1,General Medicine,night,Thursday,normal,routine,0,0.4,0.5,5.08
19,1,14.1,0,Pediatrics,afternoon,Thursday,normal,moderate,1,19.0,0.0,343.38
29,3,9.31,0,Emergency,morning,Tuesday,normal,routine,1,9.67,0.0,114.6
23,1,9.27,0,Orthopedics,evening,Tuesday,urgent,routine,0,23.0,0.0,189.49
26,1,12.94,2,Ophthalmology,morning,Saturday,normal,moderate,0,26.0,0.077,366.99
11,3,13.92,1,Ophthalmology,morning,Sunday,normal,moderate,0,3.67,0.091,55.99
22,2,15.25,0,Orthopedics,evening,Thursday,normal,routine,0,11.0,0.0,173.44
18,5,16.14,0,Cardiology,morning,Friday,normal,routine,1,3.6,0.0,66.65
25,2,25.96,1,Psychiatry,afternoon,Thursday,normal,moderate,1,12.5,0.04,415.66
36,5,6.01,0,Dermatology,afternoon,Wednesday,normal,routine,1,7.2,0.0,63.19
32,2,21.03,0,Psychiatry,morning,Monday,normal,routine,1,16.0,0.0,370.01
21,1,9.14,0,General Medicine,morning,Saturday,urgent,routine,0,21.0,0.0,170.66
28,4,16.74,0,Radiology,evening,Monday,urgent,moderate,0,7.0,0.0,113.55
5,4,22.73,0,Psychiatry,evening,Tuesday,normal,routine,0,1.25,0.0,29.42
28,3,14.86,1,Emergency,morning,Wednesday,normal,routine,1,9.33,0.036,185.6
2,4,9.41,0,Dermatology,night,Sunday,urgent,moderate,0,0.5,0.0,3.86
18,3,9.34,1,Dermatology,night,Saturday,normal,routine,0,6.0,0.056,61.95
25,2,14.03,1,Pediatrics,evening,Thursday,normal,moderate,0,12.5,0.04,194.61
22,1,23.42,0,Cardiology,morning,Friday,normal,complex,1,22.0,0.0,652.83
25,4,9.72,0,General Medicine,morning,Monday,normal,routine,1,6.25,0.0,74.21
18,1,9.82,1,Pediatrics,evening,Wednesday,normal,routine,0,18.0,0.056,188.9
33,3,23.79,1,Orthopedics,morning,Monday,normal,complex,1,11.0,0.03,329.31
22,2,19.93,0,Neurology,night,Friday,urgent,moderate,0,11.0,0.0,164.25
39,2,16.54,0,Gynecology,afternoon,Friday,normal,moderate,1,19.5,0.0,452.09
17,1,8.53,0,General Medicine,night,Wednesday,urgent,routine,0,17.0,0.0,116.48
25,1,26.76,1,Cardiology,morning,Monday,normal,complex,1,25.0,0.04,912.07
41,2,16.61,1,Radiology,morning,Tuesday,normal,moderate,1,20.5,0.024,423.01
16,1,24.83,0,Cardiology,night,Wednesday,normal,complex,0,16.0,0.0,402.43
11,5,12.93,0,Radiology,evening,Friday,normal,moderate,0,2.2,0.0,29.73
14,5,10.77,1,Dermatology,afternoon,Monday,normal,complex,1,2.8,0.071,45.43
8,1,10.22,1,Radiology,night,Thursday,urgent,routine,0,8.0,0.125,61.33
13,5,15.2,0,Radiology,afternoon,Tuesday,emergency,moderate,1,2.6,0.0,26.83
23,3,15.2,0,Orthopedics,afternoon,Monday,urgent,routine,1,7.67,0.0,129.6
19,2,14.39,2,Gynecology,morning,Wednesday,emergency,routine,1,9.5,0.105,104.48
5,2,8.84,2,Gynecology,night,Tuesday,normal,routine,0,2.5,0.4,28.43
18,4,9.26,1,General Medicine,morning,Monday,normal,moderate,1,4.5,0.056,60.39
30,2,8.45,1,Radiology,morning,Friday,emergency,routine,1,15.0,0.033,94.1
2,5,10.94,1,Emergency,evening,Monday,urgent,routine,0,0.4,0.5,8.51
25,2,11.45,1,ENT,night,Thursday,normal,routine,0,12.5,0.04,138.81
10,3,25.74,0,Psychiatry,morning,Wednesday,urgent,moderate,1,3.33,0.0,87.16
17,1,15.83,0,Orthopedics,afternoon,Wednesday,urgent,routine,1,17.0,0.0,310.8
35,3,12.89,0,Radiology,afternoon,Tuesday,normal,routine,1,11.67,0.0,202.07
22,3,5.33,0,General Medicine,afternoon,Monday,normal,routine,1,7.33,0.0,48.0
1,1,17.57,0,Neurology,evening,Wednesday,normal,routine,0,1.0,0.0,18.36
18,3,25.46,0,Psychiatry,morning,Thursday,normal,moderate,1,6.0,0.0,192.78
22,5,15.49,1,Neurology,morning,Monday,normal,routine,1,4.4,0.045,96.08
19,2,14.82,0,Emergency,night,Tuesday,normal,routine,0,9.5,0.0,140.68
15,5,9.32,0,Emergency,evening,Monday,normal,routine,0,3.0,0.0,27.25
14,2,8.59,0,Ophthalmology,morning,Tuesday,urgent,routine,1,7.0,0.0,68.35
20,3,10.14,0,Pediatrics,morning,Tuesday,normal,moderate,1,6.67,0.0,84.95
3,3,9.58,0,Radiology,afternoon,Saturday,normal,routine,0,1.0,0.0,9.54
16,3,13.02,0,Emergency,morning,Saturday,normal,routine,0,5.33,0.0,65.74
1,4,13.68,1,Orthopedics,evening,Monday,normal,routine,0,0.25,1.0,9.72
24,2,10.71,2,Gynecology,night,Wednesday,normal,routine,0,12.0,0.083,151.7
20,2,8.98,0,Dermatology,morning,Thursday,urgent,routine,1,10.0,0.0,100.4
29,4,17.54,0,Psychiatry,morning,Friday,normal,routine,1,7.25,0.0,158.55
6,3,7.63,0,Radiology,evening,Friday,urgent,routine,0,2.0,0.0,10.24
5,4,8.33,1,ENT,night,Monday,normal,routine,0,1.25,0.2,14.07
27,1,13.32,0,Ophthalmology,evening,Sunday,urgent,routine,0,27.0,0.0,318.34
15,1,28.44,2,Psychiatry,evening,Monday,emergency,moderate,0,15.0,0.133,258.48
34,4,9.36,0,Ophthalmology,afternoon,Monday,emergency,routine,1,8.5,0.0,43.7
4,4,18.6,0,Gynecology,afternoon,Sunday,normal,complex,0,1.0,0.0,17.64
8,5,5.32,1,Pediatrics,morning,Saturday,normal,routine,0,1.6,0.125,11.05
31,3,26.26,0,Psychiatry,morning,Wednesday,normal,moderate,1,10.33,0.0,332.7
33,3,14.95,0,Cardiology,afternoon,Wednesday,normal,routine,1,11.0,0.0,217.86
32,3,13.65,0,Orthopedics,afternoon,Wednesday,normal,routine,1,10.67,0.0,189.69
24,1,21.84,0,Psychiatry,morning,Thursday,normal,routine,1,24.0,0.0,678.5
37,4,13.61,0,Gynecology,afternoon,Wednesday,normal,routine,1,9.25,0.0,162.7
24,4,11.41,1,Pediatrics,morning,Monday,normal,moderate,1,6.0,0.042,92.7
29,4,15.16,1,Orthopedics,morning,Saturday,normal,moderate,0,7.25,0.034,120.76
10,3,15.47,0,Neurology,night,Friday,normal,routine,0,3.33,0.0,47.08
8,4,6.6,0,ENT,morning,Thursday,normal,routine,1,2.0,0.0,14.76
2,1,16.58,0,Gynecology,evening,Wednesday,normal,moderate,0,2.0,0.0,28.99
26,1,18.07,1,Neurology,evening,Saturday,normal,routine,0,26.0,0.038,420.02
12,1,13.48,0,Emergency,morning,Saturday,urgent,routine,0,12.0,0.0,130.69
23,3,20.66,1,Emergency,morning,Tuesday,normal,complex,1,7.67,0.043,220.26
8,1,7.59,0,Dermatology,morning,Sunday,urgent,moderate,0,8.0,0.0,54.73
12,1,8.22,1,General Medicine,morning,Monday,urgent,complex,1,12.0,0.083,100.62
16,5,18.61,0,Neurology,evening,Wednesday,normal,routine,0,3.2,0.0,56.17
15,5,11.29,0,Pediatrics,afternoon,Saturday,normal,routine,0,3.0,0.0,28.97
8,3,10.2,0,Pediatrics,afternoon,Thursday,urgent,routine,1,2.67,0.0,29.97
17,3,9.22,0,General Medicine,morning,Sunday,normal,moderate,0,5.67,0.0,50.3
24,2,13.88,1,Emergency,afternoon,Tuesday,normal,moderate,1,12.0,0.042,193.76
18,1,7.38,0,ENT,afternoon,Tuesday,normal,routine,1,18.0,0.0,176.07
13,4,21.47,1,Orthopedics,morning,Saturday,normal,moderate,0,3.25,0.077,82.98
9,5,20.62,1,Psychiatry,night,Monday,normal,routine,0,1.8,0.111,46.1
23,4,20.36,0,Psychiatry,afternoon,Sunday,normal,routine,0,5.75,0.0,107.68
12,3,9.23,0,Pediatrics,night,Tuesday,normal,routine,0,4.0,0.0,38.7
36,4,14.89,0,Emergency,afternoon,Thursday,normal,moderate,1,9.0,0.0,168.9
24,5,7.63,0,Pediatrics,afternoon,Monday,normal,routine,1,4.8,0.0,41.55
15,4,18.44,1,Neurology,morning,Monday,normal,routine,1,3.75,0.067,95.03
19,1,29.41,0,Neurology,evening,Sunday,normal,complex,0,19.0,0.0,542.73
21,3,16.73,1,Neurology,night,Friday,normal,routine,0,7.0,0.048,127.81
2,4,9.29,0,Orthopedics,morning,Saturday,normal,routine,0,0.5,0.0,4.48
13,4,10.85,0,Ophthalmology,afternoon,Wednesday,normal,routine,1,3.25,0.0,42.63
36,1,16.04,1,Gynecology,morning,Thursday,normal,moderate,1,36.0,0.028,795.45
2,3,10.49,0,Ophthalmology,evening,Monday,urgent,moderate,0,0.67,0.0,6.4
19,2,6.49,0,Dermatology,afternoon,Tuesday,normal,routine,1,9.5,0.0,69.41
18,2,16.62,0,Psychiatry,evening,Friday,normal,routine,0,9.0,0.0,173.64
5,3,16.79,3,Psychiatry,night,Thursday,emergency,routine,0,1.67,0.6,27.01
19,3,7.66,0,ENT,evening,Tuesday,normal,routine,0,6.33,0.0,51.36
1,2,6.53,1,ENT,night,Wednesday,normal,routine,0,0.5,1.0,6.61
19,5,18.73,0,Emergency,afternoon,Friday,normal,moderate,1,3.8,0.0,92.07
34,4,13.06,1,Emergency,morning,Wednesday,urgent,routine,1,8.5,0.029,139.23
5,1,9.69,0,Dermatology,evening,Friday,normal,moderate,0,5.0,0.0,56.19
9,3,21.98,0,Psychiatry,night,Monday,normal,routine,0,3.0,0.0,63.38
37,4,8.2,1,Ophthalmology,afternoon,Wednesday,normal,routine,1,9.25,0.027,105.87
10,2,10.91,0,Ophthalmology,afternoon,Thursday,normal,routine,1,5.0,0.0,66.4
25,1,19.25,1,Cardiology,evening,Monday,normal,moderate,0,25.0,0.04,509.1
41,3,14.9,1,Ophthalmology,afternoon,Monday,emergency,moderate,1,13.67,0.024,133.37
18,3,5.0,0,Dermatology,morning,Saturday,normal,routine,0,6.0,0.0,30.73
22,4,15.66,0,Pediatrics,morning,Wednesday,normal,complex,1,5.5,0.0,96.37
23,2,5.0,0,ENT,evening,Wednesday,urgent,routine,0,11.5,0.0,51.05
23,4,22.92,0,Neurology,afternoon,Tuesday,normal,moderate,1,5.75,0.0,158.87
20,1,13.04,1,Radiology,evening,Monday,normal,routine,0,20.0,0.05,282.88
14,4,17.41,0,Orthopedics,evening,Tuesday,normal,moderate,0,3.5,0.0,64.74
11,4,26.35,3,Psychiatry,morning,Wednesday,emergency,moderate,1,2.75,0.273,65.45
21,1,13.88,0,Radiology,afternoon,Monday,normal,moderate,1,21.0,0.0,415.4
16,5,9.01,1,Dermatology,morning,Wednesday,urgent,complex,1,3.2,0.062,36.85
29,3,10.6,1,Dermatology,evening,Tuesday,urgent,moderate,0,9.67,0.034,81.56
39,3,18.43,2,Ophthalmology,afternoon,Monday,emergency,complex,1,13.0,0.051,153.68
23,4,15.1,0,Gynecology,evening,Tuesday,normal,moderate,0,5.75,0.0,95.23
19,5,13.11,0,Dermatology,evening,Tuesday,normal,complex,0,3.8,0.0,52.26
27,1,11.51,0,Dermatology,afternoon,Monday,normal,moderate,1,27.0,0.0,356.8
21,5,11.83,1,Pediatrics,afternoon,Saturday,normal,routine,0,4.2,0.048,54.8
40,4,16.76,0,Ophthalmology,morning,Friday,normal,complex,1,10.0,0.0,208.07
5,3,7.56,0,Dermatology,evening,Friday,normal,routine,0,1.67,0.0,13.41
29,3,16.37,0,ENT,evening,Friday,normal,complex,0,9.67,0.0,160.3
18,4,27.03,1,Psychiatry,morning,Saturday,normal,moderate,0,4.5,0.056,118.35
29,3,11.67,0,Cardiology,night,Wednesday,normal,routine,0,9.67,0.0,100.28
18,2,9.93,0,General Medicine,afternoon,Thursday,normal,moderate,1,9.0,0.0,118.06
22,2,5.74,0,Pediatrics,afternoon,Tuesday,urgent,routine,1,11.0,0.0,69.07
11,1,14.57,0,Cardiology,morning,Tuesday,normal,routine,1,11.0,0.0,223.38
23,4,20.49,0,Orthopedics,afternoon,Tuesday,normal,moderate,1,5.75,0.0,147.67
2,4,10.53,0,General Medicine,evening,Thursday,normal,routine,0,0.5,0.0,5.84
9,4,10.71,0,Pediatrics,afternoon,Wednesday,normal,routine,1,2.25,0.0,31.12
29,5,12.68,0,Gynecology,afternoon,Wednesday,normal,routine,1,5.8,0.0,93.83
32,2,16.37,0,Emergency,morning,Thursday,normal,moderate,1,16.0,0.0,339.13
13,1,16.76,0,Radiology,afternoon,Wednesday,normal,complex,1,13.0,0.0,258.38
32,3,8.15,2,ENT,morning,Friday,normal,routine,1,10.67,0.062,118.02
35,4,21.8,1,Emergency,afternoon,Thursday,normal,complex,1,8.75,0.029,268.54
21,4,7.92,0,Dermatology,morning,Friday,urgent,routine,1,5.25,0.0,41.15
9,2,12.09,0,Ophthalmology,night,Tuesday,normal,routine,0,4.5,0.0,54.53
31,1,12.42,1,Pediatrics,afternoon,Thursday,urgent,moderate,1,31.0,0.032,421.11
15,5,21.54,1,Orthopedics,morning,Thursday,normal,complex,1,3.0,0.067,98.34
33,2,18.91,1,Neurology,afternoon,Tuesday,normal,moderate,1,16.5,0.03,397.34
7,4,9.38,0,Gynecology,afternoon,Sunday,normal,routine,0,1.75,0.0,16.59
21,4,12.37,0,Emergency,afternoon,Monday,normal,routine,1,5.25,0.0,90.26
32,3,11.47,2,Dermatology,afternoon,Thursday,emergency,moderate,1,10.67,0.062,62.53
4,5,18.82,1,Emergency,morning,Sunday,normal,complex,0,0.8,0.25,26.74
15,2,29.18,1,Psychiatry,morning,Monday,normal,moderate,1,7.5,0.067,262.99
9,3,5.74,1,Dermatology,night,Tuesday,normal,routine,0,3.0,0.111,19.9
33,5,10.67,2,General Medicine,morning,Monday,emergency,routine,1,6.6,0.061,50.72
26,3,11.79,1,Ophthalmology,morning,Thursday,normal,routine,1,8.67,0.038,136.6
2,5,26.91,0,Psychiatry,afternoon,Saturday,normal,moderate,0,0.4,0.0,11.76
19,3,9.89,0,General Medicine,morning,Wednesday,normal,routine,1,6.33,0.0,79.76
23,1,8.51,0,Pediatrics,night,Thursday,urgent,routine,0,23.0,0.0,160.5
1,5,11.55,0,Orthopedics,evening,Saturday,normal,routine,0,0.2,0.0,2.42
24,5,9.92,0,Gynecology,morning,Wednesday,urgent,routine,1,4.8,0.0,45.71
21,3,7.58,1,General Medicine,afternoon,Monday,normal,routine,1,7.0,0.048,83.02
16,2,12.34,0,Cardiology,morning,Monday,normal,routine,1,8.0,0.0,118.15
7,4,9.35,1,General Medicine,evening,Monday,emergency,moderate,0,1.75,0.143,8.4
19,3,6.09,1,General Medicine,afternoon,Tuesday,normal,moderate,1,6.33,0.053,52.83
24,3,9.67,0,ENT,afternoon,Thursday,urgent,routine,1,8.0,0.0,79.01
18,3,21.0,2,Psychiatry,night,Monday,emergency,routine,0,6.0,0.111,87.2
35,1,8.23,0,Gynecology,afternoon,Monday,normal,routine,1,35.0,0.0,327.67
20,5,8.11,0,Pediatrics,morning,Monday,normal,routine,1,4.0,0.0,44.12
29,3,5.0,1,General Medicine,night,Thursday,normal,routine,0,9.67,0.034,44.29
8,5,17.51,0,ENT,evening,Sunday,normal,complex,0,1.6,0.0,26.9
13,4,16.01,1,Radiology,morning,Saturday,normal,moderate,0,3.25,0.077,57.95
30,2,12.72,0,Ophthalmology,morning,Tuesday,urgent,moderate,1,15.0,0.0,219.84
12,3,21.09,0,Neurology,afternoon,Monday,normal,moderate,1,4.0,0.0,111.19
9,4,13.42,1,Gynecology,evening,Saturday,normal,routine,0,2.25,0.111,37.78
5,1,19.75,0,Psychiatry,evening,Tuesday,normal,routine,0,5.0,0.0,111.33
9,4,16.5,0,Pediatrics,morning,Friday,normal,complex,1,2.25,0.0,48.29
24,3,18.45,0,Neurology,morning,Thursday,normal,routine,1,8.0,0.0,176.09
2,3,17.22,1,Pediatrics,night,Tuesday,urgent,complex,0,0.67,0.5,14.35
12,2,9.13,1,Orthopedics,morning,Tuesday,normal,routine,1,6.0,0.083,63.39
23,4,22.53,1,Neurology,night,Sunday,emergency,moderate,0,5.75,0.043,68.06
18,1,15.3,0,Radiology,night,Monday,normal,complex,0,18.0,0.0,260.53
3,5,5.0,0,Dermatology,morning,Sunday,urgent,routine,0,0.6,0.0,2.28
10,1,19.35,1,Psychiatry,afternoon,Tuesday,normal,routine,1,10.0,0.1,238.64
27,1,16.28,0,Orthopedics,afternoon,Tuesday,normal,moderate,1,27.0,0.0,527.09
32,3,9.68,1,General Medicine,afternoon,Thursday,normal,routine,1,10.67,0.031,136.97
15,5,18.83,0,Orthopedics,afternoon,Sunday,normal,moderate,0,3.0,0.0,53.04
27,3,9.37,1,Gynecology,morning,Saturday,normal,routine,0,9.0,0.037,83.95
14,5,36.51,3,Psychiatry,night,Friday,emergency,complex,0,2.8,0.214,70.25
42,5,18.51,0,Orthopedics,afternoon,Thursday,normal,moderate,1,8.4,0.0,191.48
36,4,5.01,0,Dermatology,morning,Friday,normal,routine,1,9.0,0.0,55.93
14,1,10.39,0,Gynecology,morning,Friday,normal,routine,1,14.0,0.0,168.98
23,3,10.09,0,Emergency,evening,Thursday,normal,routine,0,7.67,0.0,77.86
39,4,5.81,0,ENT,afternoon,Wednesday,normal,routine,1,9.75,0.0,71.78
24,3,20.78,1,Psychiatry,morning,Wednesday,normal,routine,1,8.0,0.042,206.72
26,4,10.42,0,General Medicine,morning,Sunday,normal,routine,0,6.5,0.0,74.28
12,2,21.19,1,Psychiatry,afternoon,Saturday,urgent,routine,0,6.0,0.083,117.12
11,1,15.6,1,Cardiology,morning,Tuesday,urgent,routine,1,11.0,0.091,215.62
38,2,10.92,0,Orthopedics,morning,Wednesday,normal,routine,1,19.0,0.0,255.86
28,3,12.38,0,Pediatrics,evening,Tuesday,normal,routine,0,9.33,0.0,123.66
15,3,12.47,1,Emergency,morning,Friday,normal,moderate,1,5.0,0.067,79.29
18,3,26.32,0,Psychiatry,afternoon,Friday,normal,moderate,1,6.0,0.0,207.18
34,3,15.87,0,Emergency,morning,Monday,normal,moderate,1,11.33,0.0,218.34
20,2,13.89,1,Pediatrics,morning,Wednesday,normal,moderate,1,10.0,0.05,185.11
17,2,10.38,0,General Medicine,morning,Thursday,normal,moderate,1,8.5,0.0,102.09
24,3,22.69,0,Neurology,evening,Tuesday,normal,moderate,0,8.0,0.0,176.05
20,5,11.24,0,Gynecology,afternoon,Thursday,normal,routine,1,4.0,0.0,57.82
14,4,11.18,0,Pediatrics,morning,Thursday,normal,moderate,1,3.5,0.0,53.93
14,5,6.19,0,Pediatrics,afternoon,Wednesday,urgent,routine,1,2.8,0.0,18.41
23,3,13.49,0,Orthopedics,morning,Sunday,normal,routine,0,7.67,0.0,99.23
3,2,17.25,0,Psychiatry,afternoon,Sunday,normal,routine,0,1.5,0.0,25.61
26,3,21.81,0,Neurology,afternoon,Friday,normal,moderate,1,8.67,0.0,243.1
23,4,17.31,0,Pediatrics,morning,Friday,normal,complex,1,5.75,0.0,119.39
16,1,17.24,1,Psychiatry,afternoon,Monday,emergency,routine,1,16.0,0.062,188.97
31,1,14.84,0,Radiology,morning,Wednesday,normal,moderate,1,31.0,0.0,596.92
32,2,12.34,0,Cardiology,morning,Thursday,normal,routine,1,16.0,0.0,247.09
26,3,7.04,2,General Medicine,afternoon,Tuesday,normal,routine,1,8.67,0.077,78.99
28,2,11.62,0,Cardiology,morning,Monday,urgent,routine,1,14.0,0.0,169.64
32,4,22.17,1,Psychiatry,morning,Wednesday,urgent,routine,1,8.0,0.031,209.95
7,4,13.83,1,General Medicine,evening,Wednesday,emergency,moderate,0,1.75,0.143,11.11
4,3,12.23,0,Gynecology,morning,Sunday,normal,routine,0,1.33,0.0,14.3
27,5,9.05,0,Radiology,morning,Friday,normal,routine,1,5.4,0.0,64.87
29,4,5.11,2,ENT,afternoon,Tuesday,urgent,routine,1,7.25,0.069,40.27
29,5,21.1,0,Neurology,morning,Monday,normal,moderate,1,5.8,0.0,156.78
15,4,9.09,0,ENT,evening,Thursday,normal,routine,0,3.75,0.0,35.29
34,5,13.04,0,Orthopedics,morning,Friday,normal,routine,1,6.8,0.0,114.66
25,2,14.55,0,ENT,night,Thursday,urgent,complex,0,12.5,0.0,152.67
18,4,12.47,0,General Medicine,night,Thursday,normal,complex,0,4.5,0.0,61.36
27,2,13.18,0,Orthopedics,morning,Saturday,urgent,routine,0,13.5,0.0,166.86
23,5,7.91,0,Dermatology,afternoon,Thursday,normal,moderate,1,4.6,0.0,44.41
16,4,16.92,0,Gynecology,morning,Tuesday,normal,moderate,1,4.0,0.0,90.35
29,5,12.63,0,Dermatology,morning,Thursday,normal,routine,1,5.8,0.0,97.67
28,5,19.63,0,Gynecology,morning,Friday,normal,complex,1,5.6,0.0,145.0
39,1,15.63,1,Neurology,morning,Monday,normal,routine,1,39.0,0.026,760.96
25,1,8.81,0,Pediatrics,afternoon,Sunday,urgent,routine,0,25.0,0.0,185.81
16,4,11.9,1,Gynecology,afternoon,Tuesday,emergency,routine,1,4.0,0.062,33.34
17,5,14.64,1,Neurology,afternoon,Wednesday,normal,routine,1,3.4,0.059,69.76
33,5,20.74,1,Gynecology,morning,Tuesday,urgent,complex,1,6.6,0.03,137.6
13,3,11.52,1,Dermatology,evening,Thursday,normal,complex,0,4.33,0.077,56.67
33,4,10.0,0,Pediatrics,afternoon,Monday,normal,routine,1,8.25,0.0,103.69
25,2,29.79,1,Psychiatry,morning,Monday,normal,moderate,1,12.5,0.04,453.41
17,3,7.43,0,General Medicine,morning,Tuesday,normal,routine,1,5.67,0.0,58.36
35,2,19.79,0,Psychiatry,afternoon,Thursday,normal,routine,1,17.5,0.0,476.25
24,4,13.32,0,Ophthalmology,morning,Monday,normal,moderate,1,6.0,0.0,80.49
